product_id,date,price,platform,is_promotion
P001,2026-01-25,5.19,Amazon,False
P001,2026-01-24,4.51,Amazon,False
P001,2026-01-23,4.6,Amazon,False
P001,2026-01-22,4.12,Amazon,True
P001,2026-01-21,4.54,Amazon,False
P001,2026-01-20,4.56,Amazon,False
P001,2026-01-19,4.73,Amazon,False
P001,2026-01-18,5.06,Amazon,False
P001,2026-01-17,4.8,Amazon,False
P001,2026-01-16,4.61,Amazon,False
P001,2026-01-15,5.15,Amazon,False
P001,2026-01-14,5.16,Amazon,False
P001,2026-01-13,4.74,Amazon,False
P001,2026-01-12,3.35,Amazon,True
P001,2026-01-11,4.98,Amazon,False
P001,2026-01-10,5.08,Amazon,False
P001,2026-01-09,4.8,Amazon,False
P001,2026-01-08,4.64,Amazon,False
P001,2026-01-07,5.0,Amazon,False
P001,2026-01-06,4.95,Amazon,False
P001,2026-01-05,5.19,Amazon,False
P001,2026-01-04,5.21,Amazon,False
P001,2026-01-03,4.59,Amazon,False
P001,2026-01-02,3.93,Amazon,True
P001,2026-01-01,5.14,Amazon,False
P001,2025-12-31,5.01,Amazon,False
P001,2025-12-30,3.69,Amazon,True
P001,2025-12-29,5.08,Amazon,False
P001,2025-12-28,4.86,Amazon,False
P001,2025-12-27,4.89,Amazon,False
P001,2025-12-26,4.91,Amazon,False
P001,2025-12-25,5.11,Amazon,False
P001,2025-12-24,3.39,Amazon,True
P001,2025-12-23,4.76,Amazon,False
P001,2025-12-22,4.55,Amazon,False
P001,2025-12-21,4.65,Amazon,False
P001,2025-12-20,4.59,Amazon,False
P001,2025-12-19,4.78,Amazon,False
P001,2025-12-18,4.93,Amazon,False
P001,2025-12-17,4.65,Amazon,False
P001,2025-12-16,5.15,Amazon,False
P002,2026-03-15,6.74,Amazon,False
P002,2026-03-14,6.0,Amazon,False
P002,2026-03-13,6.66,Amazon,False
P002,2026-03-12,6.01,Amazon,False
P002,2026-03-11,6.08,Amazon,False
P002,2026-03-10,6.15,Amazon,False
P002,2026-03-09,6.3,Amazon,False
P002,2026-03-08,6.85,Amazon,False
P002,2026-03-07,6.77,Amazon,False
P002,2026-03-06,6.34,Amazon,False
P002,2026-03-05,6.43,Amazon,False
P002,2026-03-04,5.2,Amazon,True
P002,2026-03-03,5.19,Amazon,True
P002,2026-03-02,6.42,Amazon,False
P002,2026-03-01,6.85,Amazon,False
P002,2026-02-28,6.59,Amazon,False
P002,2026-02-27,6.23,Amazon,False
P002,2026-02-26,6.27,Amazon,False
P002,2026-02-25,6.34,Amazon,False
P002,2026-02-24,6.15,Amazon,False
P002,2026-02-23,6.13,Amazon,False
P002,2026-02-22,6.53,Amazon,False
P002,2026-02-21,5.31,Amazon,True
P002,2026-02-20,6.46,Amazon,False
P002,2026-02-19,6.34,Amazon,False
P002,2026-02-18,6.06,Amazon,False
P002,2026-02-17,6.79,Amazon,False
P002,2026-02-16,6.62,Amazon,False
P002,2026-02-15,6.19,Amazon,False
P002,2026-02-14,6.54,Amazon,False
P002,2026-02-13,6.84,Amazon,False
P002,2026-02-12,6.66,Amazon,False
P002,2026-02-11,6.75,Amazon,False
P002,2026-02-10,6.48,Amazon,False
P002,2026-02-09,6.06,Amazon,False
P002,2026-02-08,4.75,Amazon,True
P002,2026-02-07,6.13,Amazon,False
P002,2026-02-06,6.18,Amazon,False
P002,2026-02-05,6.05,Amazon,False
P002,2026-02-04,6.22,Amazon,False
P002,2026-02-03,6.36,Amazon,False
P002,2026-02-02,5.13,Amazon,True
P002,2026-02-01,6.06,Amazon,False
P002,2026-01-31,6.59,Amazon,False
P002,2026-01-30,6.76,Amazon,False
P002,2026-01-29,6.29,Amazon,False
P002,2026-01-28,6.09,Amazon,False
P002,2026-01-27,5.24,Amazon,True
P002,2026-01-26,6.92,Amazon,False
P002,2026-01-25,5.99,Amazon,False
P002,2026-01-24,6.86,Amazon,False
P002,2026-01-23,6.21,Amazon,False
P002,2026-01-22,6.16,Amazon,False
P002,2026-01-21,6.05,Amazon,False
P002,2026-01-20,6.81,Amazon,False
P002,2026-01-19,6.48,Amazon,False
P002,2026-01-18,6.36,Amazon,False
P002,2026-01-17,6.56,Amazon,False
P002,2026-01-16,6.82,Amazon,False
P002,2026-01-15,6.5,Amazon,False
P002,2026-01-14,6.05,Amazon,False
P002,2026-01-13,5.17,Amazon,True
P002,2026-01-12,6.21,Amazon,False
P002,2026-01-11,6.81,Amazon,False
P002,2026-01-10,6.0,Amazon,False
P002,2026-01-09,6.79,Amazon,False
P002,2026-01-08,6.92,Amazon,False
P002,2026-01-07,6.29,Amazon,False
P002,2026-01-06,4.54,Amazon,True
P002,2026-01-05,5.41,Amazon,True
P002,2026-01-04,6.34,Amazon,False
P002,2026-01-03,6.17,Amazon,False
P002,2026-01-02,6.67,Amazon,False
P002,2026-01-01,6.44,Amazon,False
P002,2025-12-31,6.47,Amazon,False
P002,2025-12-30,6.05,Amazon,False
P002,2025-12-29,4.64,Amazon,True
P002,2025-12-28,4.85,Amazon,True
P002,2025-12-27,4.68,Amazon,True
P002,2025-12-26,6.11,Amazon,False
P002,2025-12-25,6.49,Amazon,False
P002,2025-12-24,6.52,Amazon,False
P002,2025-12-23,6.69,Amazon,False
P002,2025-12-22,6.92,Amazon,False
P002,2025-12-21,5.53,Amazon,True
P002,2025-12-20,6.24,Amazon,False
P002,2025-12-19,6.02,Amazon,False
P002,2025-12-18,6.61,Amazon,False
P002,2025-12-17,6.87,Amazon,False
P002,2025-12-16,6.47,Amazon,False
P003,2026-03-15,7.1,Amazon,False
P003,2026-03-14,7.71,Amazon,False
P003,2026-03-13,7.28,Amazon,False
P003,2026-03-12,5.91,Amazon,True
P003,2026-03-11,7.83,Amazon,False
P003,2026-03-10,7.22,Amazon,False
P003,2026-03-09,7.61,Amazon,False
P003,2026-03-08,7.36,Amazon,False
P003,2026-03-07,7.52,Amazon,False
P003,2026-03-06,7.57,Amazon,False
P003,2026-03-05,7.46,Amazon,False
P003,2026-03-04,7.48,Amazon,False
P003,2026-03-03,7.21,Amazon,False
P003,2026-03-02,7.29,Amazon,False
P003,2026-03-01,7.72,Amazon,False
P003,2026-02-28,6.93,Amazon,False
P003,2026-02-27,6.48,Amazon,True
P003,2026-02-26,7.51,Amazon,False
P003,2026-02-25,7.17,Amazon,False
P003,2026-02-24,7.0,Amazon,False
P003,2026-02-23,7.06,Amazon,False
P003,2026-02-22,5.74,Amazon,True
P003,2026-02-21,7.83,Amazon,False
P003,2026-02-20,6.99,Amazon,False
P003,2026-02-19,7.34,Amazon,False
P003,2026-02-18,6.41,Amazon,True
P003,2026-02-17,6.98,Amazon,False
P003,2026-02-16,7.99,Amazon,False
P003,2026-02-15,7.15,Amazon,False
P003,2026-02-14,7.53,Amazon,False
P003,2026-02-13,6.94,Amazon,False
P003,2026-02-12,7.91,Amazon,False
P003,2026-02-11,7.91,Amazon,False
P003,2026-02-10,7.03,Amazon,False
P003,2026-02-09,7.87,Amazon,False
P003,2026-02-08,5.36,Amazon,True
P003,2026-02-07,7.0,Amazon,False
P003,2026-02-06,7.96,Amazon,False
P003,2026-02-05,7.55,Amazon,False
P003,2026-02-04,6.53,Amazon,True
P003,2026-02-03,7.94,Amazon,False
P003,2026-02-02,5.8,Amazon,True
P003,2026-02-01,5.12,Amazon,True
P003,2026-01-31,7.24,Amazon,False
P003,2026-01-30,7.51,Amazon,False
P003,2026-01-29,7.67,Amazon,False
P003,2026-01-28,7.69,Amazon,False
P003,2026-01-27,7.54,Amazon,False
P003,2026-01-26,7.06,Amazon,False
P003,2026-01-25,7.27,Amazon,False
P003,2026-01-24,7.55,Amazon,False
P003,2026-01-23,7.69,Amazon,False
P003,2026-01-22,7.73,Amazon,False
P003,2026-01-21,6.23,Amazon,True
P003,2026-01-20,7.4,Amazon,False
P003,2026-01-19,6.28,Amazon,True
P003,2026-01-18,7.56,Amazon,False
P003,2026-01-17,7.9,Amazon,False
P003,2026-01-16,5.38,Amazon,True
P003,2026-01-15,7.66,Amazon,False
P003,2026-01-14,7.6,Amazon,False
P003,2026-01-13,7.36,Amazon,False
P003,2026-01-12,7.33,Amazon,False
P003,2026-01-11,7.96,Amazon,False
P003,2026-01-10,7.27,Amazon,False
P003,2026-01-09,7.05,Amazon,False
P003,2026-01-08,7.16,Amazon,False
P003,2026-01-07,5.35,Amazon,True
P003,2026-01-06,7.26,Amazon,False
P003,2026-01-05,6.06,Amazon,True
P003,2026-01-04,7.66,Amazon,False
P003,2026-01-03,6.95,Amazon,False
P003,2026-01-02,7.69,Amazon,False
P003,2026-01-01,5.85,Amazon,True
P003,2025-12-31,7.62,Amazon,False
P003,2025-12-30,6.93,Amazon,False
P003,2025-12-29,7.6,Amazon,False
P003,2025-12-28,7.26,Amazon,False
P003,2025-12-27,7.22,Amazon,False
P003,2025-12-26,5.11,Amazon,True
P003,2025-12-25,7.43,Amazon,False
P003,2025-12-24,7.81,Amazon,False
P003,2025-12-23,7.38,Amazon,False
P003,2025-12-22,7.59,Amazon,False
P003,2025-12-21,7.01,Amazon,False
P003,2025-12-20,7.19,Amazon,False
P003,2025-12-19,7.91,Amazon,False
P003,2025-12-18,7.29,Amazon,False
P003,2025-12-17,7.27,Amazon,False
P003,2025-12-16,7.61,Amazon,False
P004,2026-03-15,3.3,Amazon,False
P004,2026-03-14,2.76,Amazon,True
P004,2026-03-13,3.58,Amazon,False
P004,2026-03-12,3.6,Amazon,False
P004,2026-03-11,3.39,Amazon,False
P004,2026-03-10,3.6,Amazon,False
P004,2026-03-09,3.26,Amazon,False
P004,2026-03-08,2.69,Amazon,True
P004,2026-03-07,3.27,Amazon,False
P004,2026-03-06,3.31,Amazon,False
P004,2026-03-05,2.62,Amazon,True
P004,2026-03-04,3.32,Amazon,False
P004,2026-03-03,3.27,Amazon,False
P004,2026-03-02,3.54,Amazon,False
P004,2026-03-01,3.59,Amazon,False
P004,2026-02-28,3.47,Amazon,False
P004,2026-02-27,2.58,Amazon,True
P004,2026-02-26,3.38,Amazon,False
P004,2026-02-25,2.47,Amazon,True
P004,2026-02-24,3.34,Amazon,False
P004,2026-02-23,3.42,Amazon,False
P004,2026-02-22,3.24,Amazon,False
P004,2026-02-21,3.29,Amazon,False
P004,2026-02-20,3.29,Amazon,False
P004,2026-02-19,3.26,Amazon,False
P004,2026-02-18,3.26,Amazon,False
P004,2026-02-17,3.61,Amazon,False
P004,2026-02-16,2.74,Amazon,True
P004,2026-02-15,3.66,Amazon,False
P004,2026-02-14,3.34,Amazon,False
P004,2026-02-13,3.27,Amazon,False
P004,2026-02-12,3.6,Amazon,False
P004,2026-02-11,3.6,Amazon,False
P004,2026-02-10,3.33,Amazon,False
P004,2026-02-09,2.79,Amazon,True
P004,2026-02-08,3.6,Amazon,False
P004,2026-02-07,3.27,Amazon,False
P004,2026-02-06,3.4,Amazon,False
P004,2026-02-05,3.66,Amazon,False
P004,2026-02-04,3.52,Amazon,False
P004,2026-02-03,3.26,Amazon,False
P004,2026-02-02,3.53,Amazon,False
P004,2026-02-01,3.62,Amazon,False
P004,2026-01-31,3.43,Amazon,False
P004,2026-01-30,3.66,Amazon,False
P004,2026-01-29,3.57,Amazon,False
P004,2026-01-28,3.67,Amazon,False
P004,2026-01-27,3.66,Amazon,False
P004,2026-01-26,3.46,Amazon,False
P004,2026-01-25,3.21,Amazon,False
P004,2026-01-24,3.52,Amazon,False
P004,2026-01-23,3.64,Amazon,False
P004,2026-01-22,2.58,Amazon,True
P004,2026-01-21,3.52,Amazon,False
P004,2026-01-20,3.58,Amazon,False
P004,2026-01-19,3.36,Amazon,False
P004,2026-01-18,2.52,Amazon,True
P004,2026-01-17,3.36,Amazon,False
P004,2026-01-16,2.48,Amazon,True
P004,2026-01-15,3.36,Amazon,False
P004,2026-01-14,3.52,Amazon,False
P004,2026-01-13,3.53,Amazon,False
P004,2026-01-12,3.3,Amazon,False
P004,2026-01-11,3.51,Amazon,False
P004,2026-01-10,3.31,Amazon,False
P004,2026-01-09,3.65,Amazon,False
P004,2026-01-08,3.43,Amazon,False
P004,2026-01-07,3.35,Amazon,False
P004,2026-01-06,3.36,Amazon,False
P004,2026-01-05,3.47,Amazon,False
P004,2026-01-04,2.65,Amazon,True
P004,2026-01-03,2.69,Amazon,True
P004,2026-01-02,3.33,Amazon,False
P004,2026-01-01,2.45,Amazon,True
P004,2025-12-31,3.26,Amazon,False
P004,2025-12-30,3.55,Amazon,False
P004,2025-12-29,2.94,Amazon,True
P004,2025-12-28,2.74,Amazon,True
P004,2025-12-27,3.47,Amazon,False
P004,2025-12-26,2.5,Amazon,True
P004,2025-12-25,3.31,Amazon,False
P004,2025-12-24,3.58,Amazon,False
P004,2025-12-23,3.42,Amazon,False
P004,2025-12-22,3.67,Amazon,False
P004,2025-12-21,3.65,Amazon,False
P004,2025-12-20,3.52,Amazon,False
P004,2025-12-19,3.28,Amazon,False
P004,2025-12-18,3.63,Amazon,False
P004,2025-12-17,3.23,Amazon,False
P004,2025-12-16,3.56,Amazon,False
P005,2026-03-15,3.55,Amazon,True
P005,2026-03-14,3.84,Amazon,True
P005,2026-03-13,5.01,Amazon,False
P005,2026-03-12,5.34,Amazon,False
P005,2026-03-11,4.84,Amazon,False
P005,2026-03-10,4.9,Amazon,False
P005,2026-03-09,4.82,Amazon,False
P005,2026-03-08,4.86,Amazon,False
P005,2026-03-07,4.78,Amazon,False
P005,2026-03-06,4.74,Amazon,False
P005,2026-03-05,5.07,Amazon,False
P005,2026-03-04,4.76,Amazon,False
P005,2026-03-03,5.36,Amazon,False
P005,2026-03-02,4.7,Amazon,False
P005,2026-03-01,5.12,Amazon,False
P005,2026-02-28,5.33,Amazon,False
P005,2026-02-27,5.02,Amazon,False
P005,2026-02-26,4.35,Amazon,True
P005,2026-02-25,5.22,Amazon,False
P005,2026-02-24,5.2,Amazon,False
P005,2026-02-23,5.3,Amazon,False
P005,2026-02-22,4.77,Amazon,False
P005,2026-02-21,4.27,Amazon,True
P005,2026-02-20,4.92,Amazon,False
P005,2026-02-19,5.25,Amazon,False
P005,2026-02-18,4.89,Amazon,False
P005,2026-02-17,5.16,Amazon,False
P005,2026-02-16,4.89,Amazon,False
P005,2026-02-15,4.73,Amazon,False
P005,2026-02-14,5.14,Amazon,False
P005,2026-02-13,5.02,Amazon,False
P005,2026-02-12,5.31,Amazon,False
P005,2026-02-11,5.21,Amazon,False
P005,2026-02-10,4.67,Amazon,False
P005,2026-02-09,3.77,Amazon,True
P005,2026-02-08,5.3,Amazon,False
P005,2026-02-07,3.45,Amazon,True
P005,2026-02-06,3.8,Amazon,True
P005,2026-02-05,5.03,Amazon,False
P005,2026-02-04,4.95,Amazon,False
P005,2026-02-03,5.19,Amazon,False
P005,2026-02-02,4.73,Amazon,False
P005,2026-02-01,4.68,Amazon,False
P005,2026-01-31,5.23,Amazon,False
P005,2026-01-30,4.93,Amazon,False
P005,2026-01-29,3.75,Amazon,True
P005,2026-01-28,4.02,Amazon,True
P005,2026-01-27,5.08,Amazon,False
P005,2026-01-26,4.01,Amazon,True
P005,2026-01-25,4.91,Amazon,False
P005,2026-01-24,5.37,Amazon,False
P005,2026-01-23,5.05,Amazon,False
P005,2026-01-22,5.32,Amazon,False
P005,2026-01-21,5.3,Amazon,False
P005,2026-01-20,5.16,Amazon,False
P005,2026-01-19,5.03,Amazon,False
P005,2026-01-18,4.89,Amazon,False
P005,2026-01-17,5.36,Amazon,False
P005,2026-01-16,3.56,Amazon,True
P005,2026-01-15,5.36,Amazon,False
P005,2026-01-14,4.18,Amazon,True
P005,2026-01-13,3.76,Amazon,True
P005,2026-01-12,3.87,Amazon,True
P005,2026-01-11,5.15,Amazon,False
P005,2026-01-10,4.95,Amazon,False
P005,2026-01-09,3.65,Amazon,True
P005,2026-01-08,5.04,Amazon,False
P005,2026-01-07,4.29,Amazon,True
P005,2026-01-06,4.85,Amazon,False
P005,2026-01-05,3.62,Amazon,True
P005,2026-01-04,5.39,Amazon,False
P005,2026-01-03,4.86,Amazon,False
P005,2026-01-02,5.31,Amazon,False
P005,2026-01-01,5.11,Amazon,False
P005,2025-12-31,4.7,Amazon,False
P005,2025-12-30,4.79,Amazon,False
P005,2025-12-29,5.07,Amazon,False
P005,2025-12-28,3.82,Amazon,True
P005,2025-12-27,4.08,Amazon,True
P005,2025-12-26,4.34,Amazon,True
P005,2025-12-25,5.04,Amazon,False
P005,2025-12-24,5.12,Amazon,False
P005,2025-12-23,5.04,Amazon,False
P005,2025-12-22,5.07,Amazon,False
P005,2025-12-21,4.93,Amazon,False
P005,2025-12-20,4.82,Amazon,False
P005,2025-12-19,4.96,Amazon,False
P005,2025-12-18,5.12,Amazon,False
P005,2025-12-17,5.39,Amazon,False
P005,2025-12-16,5.05,Amazon,False
P006,2026-03-15,4.87,Amazon,False
P006,2026-03-14,4.56,Amazon,False
P006,2026-03-13,4.85,Amazon,False
P006,2026-03-12,4.6,Amazon,False
P006,2026-03-11,4.39,Amazon,False
P006,2026-03-10,4.02,Amazon,True
P006,2026-03-09,4.43,Amazon,False
P006,2026-03-08,4.55,Amazon,False
P006,2026-03-07,4.46,Amazon,False
P006,2026-03-06,4.44,Amazon,False
P006,2026-03-05,4.45,Amazon,False
P006,2026-03-04,4.87,Amazon,False
P006,2026-03-03,4.87,Amazon,False
P006,2026-03-02,4.63,Amazon,False
P006,2026-03-01,4.63,Amazon,False
P006,2026-02-28,5.01,Amazon,False
P006,2026-02-27,3.5,Amazon,True
P006,2026-02-26,4.48,Amazon,False
P006,2026-02-25,4.79,Amazon,False
P006,2026-02-24,4.79,Amazon,False
P006,2026-02-23,4.46,Amazon,False
P006,2026-02-22,4.73,Amazon,False
P006,2026-02-21,4.77,Amazon,False
P006,2026-02-20,4.62,Amazon,False
P006,2026-02-19,4.91,Amazon,False
P006,2026-02-18,4.61,Amazon,False
P006,2026-02-17,4.39,Amazon,False
P006,2026-02-16,4.82,Amazon,False
P006,2026-02-15,4.57,Amazon,False
P006,2026-02-14,4.4,Amazon,False
P006,2026-02-13,4.96,Amazon,False
P006,2026-02-12,3.22,Amazon,True
P006,2026-02-11,4.12,Amazon,True
P006,2026-02-10,4.92,Amazon,False
P006,2026-02-09,4.58,Amazon,False
P006,2026-02-08,4.56,Amazon,False
P006,2026-02-07,4.51,Amazon,False
P006,2026-02-06,4.71,Amazon,False
P006,2026-02-05,4.74,Amazon,False
P006,2026-02-04,4.55,Amazon,False
P006,2026-02-03,4.47,Amazon,False
P006,2026-02-02,4.92,Amazon,False
P006,2026-02-01,3.73,Amazon,True
P006,2026-01-31,4.69,Amazon,False
P006,2026-01-30,4.89,Amazon,False
P006,2026-01-29,5.01,Amazon,False
P006,2026-01-28,4.63,Amazon,False
P006,2026-01-27,4.61,Amazon,False
P006,2026-01-26,4.38,Amazon,False
P006,2026-01-25,4.39,Amazon,False
P006,2026-01-24,4.55,Amazon,False
P006,2026-01-23,4.45,Amazon,False
P006,2026-01-22,5.04,Amazon,False
P006,2026-01-21,4.58,Amazon,False
P006,2026-01-20,4.87,Amazon,False
P006,2026-01-19,4.8,Amazon,False
P006,2026-01-18,4.41,Amazon,False
P006,2026-01-17,3.85,Amazon,True
P006,2026-01-16,4.61,Amazon,False
P006,2026-01-15,4.73,Amazon,False
P006,2026-01-14,4.65,Amazon,False
P006,2026-01-13,4.58,Amazon,False
P006,2026-01-12,4.96,Amazon,False
P006,2026-01-11,3.6,Amazon,True
P006,2026-01-10,5.02,Amazon,False
P006,2026-01-09,4.77,Amazon,False
P006,2026-01-08,4.37,Amazon,False
P006,2026-01-07,4.1,Amazon,True
P006,2026-01-06,4.41,Amazon,False
P006,2026-01-05,4.64,Amazon,False
P006,2026-01-04,3.41,Amazon,True
P006,2026-01-03,4.76,Amazon,False
P006,2026-01-02,4.43,Amazon,False
P006,2026-01-01,3.83,Amazon,True
P006,2025-12-31,4.83,Amazon,False
P006,2025-12-30,3.58,Amazon,True
P006,2025-12-29,4.87,Amazon,False
P006,2025-12-28,4.42,Amazon,False
P006,2025-12-27,4.88,Amazon,False
P006,2025-12-26,4.08,Amazon,True
P006,2025-12-25,4.75,Amazon,False
P006,2025-12-24,4.66,Amazon,False
P006,2025-12-23,3.35,Amazon,True
P006,2025-12-22,4.64,Amazon,False
P006,2025-12-21,4.87,Amazon,False
P006,2025-12-20,4.78,Amazon,False
P006,2025-12-19,4.77,Amazon,False
P006,2025-12-18,4.51,Amazon,False
P006,2025-12-17,5.0,Amazon,False
P006,2025-12-16,4.64,Amazon,False
P007,2026-03-15,12.63,Amazon,False
P007,2026-03-14,12.96,Amazon,False
P007,2026-03-13,13.9,Amazon,False
P007,2026-03-12,11.84,Amazon,True
P007,2026-03-11,13.83,Amazon,False
P007,2026-03-10,11.28,Amazon,True
P007,2026-03-09,14.3,Amazon,False
P007,2026-03-08,14.35,Amazon,False
P007,2026-03-07,14.21,Amazon,False
P007,2026-03-06,12.54,Amazon,False
P007,2026-03-05,10.96,Amazon,True
P007,2026-03-04,12.6,Amazon,False
P007,2026-03-03,13.04,Amazon,False
P007,2026-03-02,13.51,Amazon,False
P007,2026-03-01,13.94,Amazon,False
P007,2026-02-28,12.64,Amazon,False
P007,2026-02-27,13.05,Amazon,False
P007,2026-02-26,12.83,Amazon,False
P007,2026-02-25,13.37,Amazon,False
P007,2026-02-24,13.96,Amazon,False
P007,2026-02-23,14.25,Amazon,False
P007,2026-02-22,12.7,Amazon,False
P007,2026-02-21,10.08,Amazon,True
P007,2026-02-20,13.14,Amazon,False
P007,2026-02-19,13.02,Amazon,False
P007,2026-02-18,14.45,Amazon,False
P007,2026-02-17,12.57,Amazon,False
P007,2026-02-16,9.41,Amazon,True
P007,2026-02-15,14.37,Amazon,False
P007,2026-02-14,10.77,Amazon,True
P007,2026-02-13,12.83,Amazon,False
P007,2026-02-12,14.44,Amazon,False
P007,2026-02-11,12.59,Amazon,False
P007,2026-02-10,12.94,Amazon,False
P007,2026-02-09,12.89,Amazon,False
P007,2026-02-08,14.33,Amazon,False
P007,2026-02-07,11.53,Amazon,True
P007,2026-02-06,11.72,Amazon,True
P007,2026-02-05,12.54,Amazon,False
P007,2026-02-04,13.97,Amazon,False
P007,2026-02-03,11.76,Amazon,True
P007,2026-02-02,13.2,Amazon,False
P007,2026-02-01,13.33,Amazon,False
P007,2026-01-31,13.04,Amazon,False
P007,2026-01-30,13.28,Amazon,False
P007,2026-01-29,13.92,Amazon,False
P007,2026-01-28,13.7,Amazon,False
P007,2026-01-27,14.15,Amazon,False
P007,2026-01-26,14.09,Amazon,False
P007,2026-01-25,13.55,Amazon,False
P007,2026-01-24,13.39,Amazon,False
P007,2026-01-23,13.42,Amazon,False
P007,2026-01-22,13.8,Amazon,False
P007,2026-01-21,12.89,Amazon,False
P007,2026-01-20,14.12,Amazon,False
P007,2026-01-19,13.75,Amazon,False
P007,2026-01-18,12.6,Amazon,False
P007,2026-01-17,9.67,Amazon,True
P007,2026-01-16,12.57,Amazon,False
P007,2026-01-15,13.89,Amazon,False
P007,2026-01-14,11.15,Amazon,True
P007,2026-01-13,13.4,Amazon,False
P007,2026-01-12,13.26,Amazon,False
P007,2026-01-11,13.08,Amazon,False
P007,2026-01-10,13.03,Amazon,False
P007,2026-01-09,12.9,Amazon,False
P007,2026-01-08,13.09,Amazon,False
P007,2026-01-07,14.17,Amazon,False
P007,2026-01-06,13.58,Amazon,False
P007,2026-01-05,13.43,Amazon,False
P007,2026-01-04,9.28,Amazon,True
P007,2026-01-03,13.24,Amazon,False
P007,2026-01-02,13.55,Amazon,False
P007,2026-01-01,13.83,Amazon,False
P007,2025-12-31,14.21,Amazon,False
P007,2025-12-30,14.22,Amazon,False
P007,2025-12-29,13.83,Amazon,False
P007,2025-12-28,12.82,Amazon,False
P007,2025-12-27,13.22,Amazon,False
P007,2025-12-26,14.28,Amazon,False
P007,2025-12-25,13.27,Amazon,False
P007,2025-12-24,13.54,Amazon,False
P007,2025-12-23,13.91,Amazon,False
P007,2025-12-22,13.2,Amazon,False
P007,2025-12-21,13.68,Amazon,False
P007,2025-12-20,14.36,Amazon,False
P007,2025-12-19,13.55,Amazon,False
P007,2025-12-18,14.09,Amazon,False
P007,2025-12-17,12.61,Amazon,False
P007,2025-12-16,13.69,Amazon,False
P008,2026-03-15,2.94,Amazon,False
P008,2026-03-14,3.24,Amazon,False
P008,2026-03-13,3.33,Amazon,False
P008,2026-03-12,2.95,Amazon,False
P008,2026-03-11,3.13,Amazon,False
P008,2026-03-10,3.25,Amazon,False
P008,2026-03-09,3.24,Amazon,False
P008,2026-03-08,3.38,Amazon,False
P008,2026-03-07,3.11,Amazon,False
P008,2026-03-06,3.01,Amazon,False
P008,2026-03-05,2.39,Amazon,True
P008,2026-03-04,3.37,Amazon,False
P008,2026-03-03,3.29,Amazon,False
P008,2026-03-02,3.21,Amazon,False
P008,2026-03-01,3.34,Amazon,False
P008,2026-02-28,3.12,Amazon,False
P008,2026-02-27,3.15,Amazon,False
P008,2026-02-26,3.21,Amazon,False
P008,2026-02-25,3.06,Amazon,False
P008,2026-02-24,3.18,Amazon,False
P008,2026-02-23,2.2,Amazon,True
P008,2026-02-22,3.34,Amazon,False
P008,2026-02-21,3.21,Amazon,False
P008,2026-02-20,2.59,Amazon,True
P008,2026-02-19,3.27,Amazon,False
P008,2026-02-18,3.23,Amazon,False
P008,2026-02-17,3.19,Amazon,False
P008,2026-02-16,2.97,Amazon,False
P008,2026-02-15,2.45,Amazon,True
P008,2026-02-14,3.08,Amazon,False
P008,2026-02-13,3.1,Amazon,False
P008,2026-02-12,3.07,Amazon,False
P008,2026-02-11,2.99,Amazon,False
P008,2026-02-10,3.3,Amazon,False
P008,2026-02-09,3.08,Amazon,False
